Area;Ano;Acanthodoras_spinosissimus;Acarichthys_heckelii;Acaronia_nassa;Acestrorhynchus_falcirostris;Acestrorhynchus_microlepis;Ageneiosus_cf._vittatus;Ageneiosus_dentatus;Ageneiosus_inermis;Ageneiosus_ucayalensis;Agoniates_halecinus;Amblydoras_affinis;Anadoras_weddellii;Anodus_elongatus;Anostomoides_laticeps;Argonectes_longiceps;Astrodoras_asterifrons;Auchenipterichthys_longimanus;Auchenipterus_nuchalis;Auchenipterus_osteomystax;Batrochoglanis_villosus;Biotodoma_cupido;Boulengerella_cuvieri;Boulengerella_lucius;Boulengerella_maculata;Brachyplatystoma_capapretum;Brycon_amazonicus;Bryconops_alburnoides;Caenotropus_labyrinthicus;Calophysus_macropterus;Catoprion_mento;Chalceus_epakros;Chalceus_spilogyros;Charax_gibbosus;Cichla_monoculus;Cichla_vazzoleri;Crenicichla_macrophthalma;Crenicichla_marmorata;Curimata_knerii;Curimata_ocellata;Curimata_roseni;Curimata_vittata;Curimatella_meyeri;Cynodon_gibbus;Cyphocharax_abramoides;Cyphocharax_festivus;Cyphocharax_nigripinnis;Dekeyseria_amazonica;Eigenmannia_virescens;Geophagus_altifrons;Goeldiella_eques;Gymnotus_carapo;Harttia_trombetensis;Hassar_orestis;Hemiodus_argenteus;Hemiodus_immaculatus;Hemiodus_unimaculatus;Heros_efasciatus;Hoplias_malabaricus;Hoplosternum_littorale;Hydrolycus_armatus;Hydrolycus_tatauaia;Hypophthalmus_edentatus;Hypophthalmus_fimbriatus;Hypophthalmus_marginatus;Hypoptopoma_elongatum;Hypostomus_carinatus;Ilisha_amazonica;Jurengraulis_juruensis;Laemolyta_proxima;Laemolyta_taeniata;Leiarius_marmoratus;Leporinus_agassizii;Leporinus_fasciatus;Leporinus_friderici;Loricariichthys_acutus;Loricariichthys_nudirostris;Lycengraulis_batesii;Lycengraulis_figueiredoi;Megalechis_picta;Megalodoras_uranoscopus;Mesonauta_festivus;Metynnis_argenteus;Metynnis_hypsauchen;Metynnis_maculatus;Micromischodus_sugillatus;Moenkhausia_copei;Myloplus_asterias;Myloplus_lobatus;Ossancora_asterophysa;Osteoglossum_bicirrhosum;Pachypops_fourcroi;Pachypops_trifilis;Peckoltia_braueri;Pellona_castelnaeana;Pellona_flavipinnis;Pimelodella_cristata;Pimelodus_albofasciatus;Pimelodus_ornatus;Pinirampus_pirinampu;Plagioscion_montei;Plagioscion_squamosissimus;Platynematichthys_notatus;Platystomatichthys_sturio;Poptella_compressa;Potamorhina_latior;Pristigaster_cayana;Pristobrycon_striolatus;Prochilodus_nigricans;Pseudanos_gracilis;Pseudoloricaria_laeviuscula;Pseudoplatystoma_punctifer;Pterodoras_granulosus;Pterygoplichthys_gibbiceps;Pygocentrus_nattereri;Pygopristis_denticulata;Reganella_depressa;Rhamphichthys_marmoratus;Rhamphichthys_rostratus;Rhaphiodon_vulpinus;Rineloricaria_formosa;Satanoperca_acuticeps;Satanoperca_jurupari;Satanoperca_lilith;Scorpiodoras_heckelli;Semaprochilodus_insignis;Semaprochilodus_taeniurus;Serrasalmus_altispinnis;Serrasalmus_eigenmanni;Serrasalmus_elongatus;Serrasalmus_gouldingi;Serrasalmus_manueli;Serrasalmus_rhombeus;Sorubim_lima;Steatogenys_elegans;Tatia_nigra;Tenellus_ternetzi;Tenellus_trimaculatus;Tetragonopterus_argenteus;Tetranematichthys_wallacei;Trachelyopterichthys_taeniatus;Trachelyopterus_coriaceus;Trachycorystes_trachycorystes;Trachydoras_brevis;Trachydoras_steindachneri;Triportheus_albus;Triportheus_auritus;Triportheus_rotundatus;Uaru_amphiacanthoides
Natural;2015;0;0;0;0;0.351520918;0;0;0;0.351520918;0.175760459;0;0;0;0;0;0;6.327376529;0;0;0.175760459;0;0;0;0;0;0;0.351520918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.351520918;0;0;0;0;0;0;0;0;0.175760459;0;0.175760459;0;0;0;0;0;0;0;0.175760459;0;0.175760459;0;0;0;0;0;0;0;0;0;0;0;0.175760459;0;0;0;0.175760459;0;0;0;0;0;0;0.351520918;0.175760459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.703041837;0;0;0;0;0;0;0;0;0;0;0;0;0
Natural;2016;0;0;0;0.168540037;0;0.337080074;0;0;1.011240223;0.337080074;0;0;0;0;0;0.505620111;11.96634264;0;0;0;0;0;0;0;0;0;0.337080074;0;0.337080074;0;0;0;0;0;0;0.168540037;0;0;0.168540037;0;1.011240223;0;0.168540037;0;0.168540037;0;0;0;0;0;0;0;11.12364245;0;0;0.168540037;0;0;0;0;0;0;0.168540037;0.674160149;0;0;0;0;0.505620111;0;0;0;0.168540037;0;0;0.168540037;0;0;0;0;0;0;0;0;0.168540037;0;0;0;0;0;0;1.348320297;0.168540037;0;0.674160149;0.168540037;0;0;0.168540037;0.168540037;0.505620111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.168540037;0;0;0;0;0;0;0;0;0;0;0;0.168540037;0;0.168540037;0.168540037;0;0;0;0;0;0;0;0;0;0;0;0.337080074;0.168540037;0;0
Natural;2017;0;0.178985253;0;0.357970506;0;0.178985253;0;0;0.357970506;0.357970506;0;0;0;0;0;0;4.832601838;0;0;0;0;0;0;0;0;0;0;0;0.178985253;0;0;0;0;0;0;0;0;0;0;2.863764052;0;0;0;0.357970506;0.178985253;0;0;0;0;0;0;0;0.357970506;1.073911519;0;0;0;0;0;0;0;0;0;0;0;0;1.968837786;0;0;0;0;0;0.357970506;0;0.715941013;0;0;0;0;0;0;0;0;0;0;0;0;0.178985253;0.357970506;0;0.894926266;1.073911519;0;0;0.715941013;0;0;0.178985253;0;0;1.073911519;0;0.357970506;0.357970506;0;0.357970506;0;0;0;0;0;0;0;0;0;0.53695576;0;0;0;0.715941013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.178985253;1.789852532;0;0;0;0;0;0;0;0;0;0;0;0
Natural;2018;0;0;0;0;0.598697777;0;0;0;0.199565926;0;0;0;0;0;0;0;2.394791107;0;0;0;0;0;0;0;0;0;0.399131851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.789582213;0;1.596527404;0.399131851;0;0;0;0.199565926;0;0;0;0;0;0;2.993488883;0;0;0;0;0;0.399131851;0;0;0;0;0;0;0;0;0;0.199565926;0;0;0;0;0.199565926;0;0;0;0;0.199565926;0;0;0;0;0;0.199565926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199565926;0;0;0;0;0.199565926;0;0;0;0.199565926;0;0;0;0;0;0;0;0;0;0.798263702;0;0;0;0;0;0;0;0;0;0;0;0;0
Natural;2019;0;0;0;0.413307227;0.206653613;0;0;0;2.066536133;0.413307227;0;0;0;0;0;0;6.406262013;0.206653613;0;0;0;0;0;0;0;0;0.826614453;0;0;0.206653613;0;0;0;0;0;0;0;0;0;0;0.206653613;0;0;0;0;0;0;0;0;0;0;0;0;0.413307227;0;0.61996084;0;0;0;0;0;0;0.206653613;0;0.413307227;0;1.85988252;0;1.23992168;0;0;0;0.413307227;0;0.61996084;0.413307227;0;0;0;0;0;0;0;0;0;0;0;0;0.206653613;0;0;0;0.206653613;0;0;0.206653613;0;0;0.206653613;0.206653613;0.206653613;0;0;0;0;0.206653613;0;0;0;0.413307227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.206653613;0;0;0;0;0;0;0;0;0;0;0;0;8.67945176;0.413307227;0;0
Natural;2021;0;0;0;0;0.262536136;0;0;0.262536136;0.525072271;0;0;0;0;0.262536136;0.787608407;0;7.351011796;0;0;0;0;0;0;0;0;0;3.675505898;0;0.262536136;0;0.262536136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.262536136;0.262536136;0;0;0;0;0;0;0;0;0;0;0;0;0.525072271;0;0;0;0;0;0;0;0;0;1.312680678;0;0;0.262536136;0;0;0;0;0;0;0;0;0.525072271;0;0;0;0;0;0;0.525072271;0;0;0.262536136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.262536136;0;0;0.525072271;0.262536136;0;0;0;1.837752949;0;0;0;0;0;0;0;0;0;0.262536136;0;0
Natural;2022;0;0;0;0;0;0;0;0;0.264883827;0;0;0;0;0;0;0;1.324419135;0;0;0;0;0;0;0;0;0;0.529767654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.264883827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.264883827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.264883827;0;0;0;0;0;0;0;0;0;0;0;0;0.264883827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.264883827;0;0;0;0;0.264883827;0;0;0;0;0;0;0;0;0;0.264883827;0;0;0
Rejeito;1991;0;0;0;0.06453888;0.19361664;0.12907776;0;0.06453888;0;0;0;0;0.06453888;0;0.06453888;0.12907776;18.39358081;0;0;0;0;0;0.38723328;0;0.06453888;0;0.3226944;0.06453888;0;0;0.06453888;0;0.06453888;0;0;0;0;0;0;0.06453888;0.70992768;0;0;0;0;0;0;0;0;0;0;0;0;0.6453888;0.70992768;2.387938561;0;0.06453888;0;0.19361664;0.06453888;0;0;0.06453888;0;0;0.06453888;0;0;0.38723328;0;0;0.51631104;0;0;0;0.19361664;0;0.06453888;0;0;0;0;0;0;0;0;0.06453888;0;0.06453888;0;0;0.06453888;0.45177216;0.19361664;0.12907776;0;0;0;0.06453888;0.3226944;0.19361664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12907776;0;0;0.06453888;0;0;0;0;0;0.06453888;0;0;0;0.12907776;0;0;0;0;0;0;0;0;0;0.06453888;0;0;0.25815552;0.12907776;0;0
Rejeito;1992;0;0;0;0.510804003;0.340536002;0;0;4.086432022;0;0;0;0;0.170268001;0;0.510804003;0.510804003;13.11063607;0.851340004;0;0;0;0;0;0.340536002;0.170268001;0;0;0.510804003;0;0;0;0;0;0.170268001;0.170268001;0;0;0;0.681072004;4.597236024;7.491792039;0.170268001;0;0.340536002;0;0;0;0;0.851340004;0;0;0;0.681072004;1.87294801;0;0;0;0;0;0;0;1.87294801;0;3.74589602;0;0;0;0;0;0.340536002;0.170268001;0;3.235092017;0.170268001;0.170268001;0.170268001;0.170268001;0;0;0;0;0;0.340536002;0;0.510804003;0;0;1.191876006;0.340536002;0;0;0.170268001;0;3.916164021;0.851340004;0.681072004;0.340536002;0;1.191876006;0.340536002;2.724288014;0.851340004;0;0;0.510804003;0;0;0;0;0;0;0;0;0;0;0;0;0;0.510804003;0;0;0;0;0.340536002;0;0;0;0.510804003;0;0.340536002;0;0.681072004;0;0;0;0;0;0;0;0;0;0;0;0.510804003;2.894556015;0;0.340536002;0
Rejeito;1993;0;0;0;0.104525363;0.104525363;0;0;0;0;0;0;0;0.104525363;0;0;1.985981891;9.72085873;8.57107974;0.104525363;0;0;0;0;0.104525363;0;0;0.104525363;0.418101451;0;0;0;0;0;0;0;0;0;0;0;0.104525363;1.358829715;0;0;0;0;0;0;0;0;0;0;0;0.522626813;0.209050725;0;0;0;0;0;0;0;0;0.209050725;1.254304352;0;0.104525363;0;0;0;0.313576088;0;0;0.313576088;0;0;0;0.104525363;0;0;0;0;0;0.104525363;0;0;0;0;0;0;0;0;0;0;0.627152176;0;0;0;0;0;0.522626813;1.045253627;0.209050725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.104525363;0;0;0;0;0;0;0;0;0;0;0.313576088;0;0;0;0;0;0;0;0;0;0;0;0;3.240286243;0;0;0
Rejeito;1998;0;0.149784173;0;0.524244604;0;0;0;0.074892086;0;0;0;0;0;0;0;0.074892086;5.467122302;0.898705036;0;0;0;0.224676259;0.074892086;0;0;0;0;0;0;0;0;0;0;0.149784173;0.149784173;0;0;1.123381295;0;0;0;0;0.074892086;0;0;0;0;0;0.973597122;0;0;0;0.224676259;1.048489209;0;0.149784173;0;0;0;0.449352518;0;0.074892086;0;0.149784173;0;0;0.074892086;0;0;0.149784173;0;0;0.299568345;0;0;0;0;0;0;0;0.149784173;0;0.074892086;0;0;0;0;2.096978417;0;0.074892086;0;0;0;0.449352518;0.224676259;0;0.074892086;0;0.674028777;0;1.797410072;1.048489209;0;0;0;0;0.149784173;0;0;0.074892086;0;0;0;0;0;0;0;0;0;0;0.074892086;0;0;0;0;0;0;0;0;0;0;0.898705036;0.074892086;0;0;0;0;0;0;0;0;0.074892086;0;0;0.074892086;0;0;0
Rejeito;1999;0;0;0;0;0.615963571;0.076995446;0;0;0;0;0;0;0;0;0;1.077936249;1.539908927;0;0;0;0;0.076995446;0;0.461972678;0;0;0;0.076995446;0;0.230986339;0;0;0;0;0.230986339;0;0;0;0.461972678;0.153990893;0;0;0;1.154931695;0.076995446;0;0;0;0.230986339;0;0;0.076995446;0;10.39438526;0.384977232;1.154931695;0;0.076995446;0;0;0.076995446;0;0;0.692959017;0;0;1.231927142;0.076995446;0;0;0;0;0.153990893;0;0;0;0;0;0;0;0;0;0.076995446;0;0;0;0.076995446;0;0.153990893;0.076995446;0;0;0;0.076995446;0;0;0;0;0.153990893;0;3.541790533;0;0;0;0;0;0;0;0;0;0;0;0;0.230986339;0;0;0;0;0;0;0.230986339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.076995446;0;0;0.076995446;0.153990893;0;0;0;0.692959017;0;0;0
Rejeito;2000;0.204161074;0;0;0.102080537;2.449932886;0;0;0.102080537;0;0;0;0;0;0;0;0.816644295;2.65409396;0;0;0;0;0.204161074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.918724832;0.102080537;0;0;0;0.204161074;0;0;0;0;0;0;0;0;0;1.020805369;0.102080537;1.122885906;0;0.204161074;0;0.306241611;0;0;0;0.204161074;0;0;0;0;0;0.816644295;0;0;0.408322148;0;0;0;0;0;0;0;0;0;0;0;0.102080537;0;0;0.408322148;0;0.102080537;0;0;0;0;0;0.204161074;0.204161074;0;0.204161074;0;0.612483221;0;0;0;0;0;0;0;0;0;0.102080537;0;0.306241611;0.204161074;0.102080537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.408322148;0.306241611;0;0;0
Rejeito;2001;0;0;0;0.253665944;4.819652928;0;0;0;0.253665944;0;0;0;0;0;0.253665944;0.760997831;7.73681128;0;0;0;0.126832972;0;2.917158351;0.126832972;0;0;0.380498915;1.141496746;0;0;0;0;0;0;4.9464859;0;0;0;0.507331887;0.253665944;4.819652928;0;0;0;0;0;0;0;0.507331887;0;0;0;0;3.804989154;0.380498915;1.902494577;0;0.126832972;0;0;0;3.424490239;0;1.268329718;0.380498915;0;0;0.126832972;0;0.253665944;0;0;0.760997831;0;0.126832972;0;3.297657267;0.887830803;0;0;0;0;0;0;0;0;0;0;0;0;0;0.126832972;0;0.126832972;0;0.380498915;0;0;0.126832972;0.887830803;0.507331887;0.126832972;0;0;0;0;0.253665944;0;0;0;0;0;0;0;0;0;0;0;0;0;0.253665944;0;0;0;0;0;0;0;0.126832972;0;0;0.126832972;0.253665944;0;0.126832972;0.126832972;0.507331887;0;0;0;0;0;0.507331887;0;6.595314533;0;0.760997831;0
Rejeito;2002;0;0;0;0.277102273;3.186676136;0;0;0;0.831306818;2.078267045;0;0;0;0;0;1.385511364;9.698579545;0.831306818;0;0;0.138551136;0;1.801164773;0.138551136;0;0;0;0.415653409;0;0.138551136;0;0;0.277102273;0;0;0;0;0;0;3.879431818;8.867272727;0;0;0.415653409;0.138551136;0;0;0;0.277102273;0;0;0;0.138551136;0.138551136;0;0.692755682;0;0;0;0.277102273;0;0;0;0.831306818;0.969857954;0;0;0;0;0.138551136;0;0;0;0;0.415653409;0;0.415653409;0;0;0;0;0;0.138551136;0;0;0;0;0;0;0;0;0;0;0.138551136;0.277102273;0.554204545;0.277102273;0;0;1.385511364;0.415653409;0;0;0;0;0;0;0;0.138551136;0.138551136;0;0;0;0;0.138551136;0;0;0;0;0;0.138551136;0;0;0;0;0;0;0;0.138551136;0;0;0;0;0;0;0;1.108409091;0;0;0.138551136;0;0;0.554204545;0;3.463778409;0;0.831306818;0
Rejeito;2003;0;0;0;1.055522388;2.506865672;0;0;0;0.92358209;0;0;0;0;0;0;0.263880597;9.895522389;1.847164179;0;0;0;0;1.847164179;0.395820896;0;0;0.263880597;0.395820896;0;0;0;0;0;0;0.131940299;0;0;0;0;1.451343284;5.277611941;0;0;1.055522388;0;0;0;0;0.527761194;0;0;0;0;0.527761194;0;0;0;0.527761194;0.131940299;0.527761194;0;0.395820896;0;0;0;0;0;0;0;0.131940299;0;0;0.263880597;0;0.263880597;0;0.527761194;0.263880597;0;0;0;0;0;0;0;0;0;0;0;0.131940299;0;0;0;0;0.131940299;0.131940299;0;0;0.131940299;0.527761194;0.659701493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.131940299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.131940299;0;0.263880597;0;0;0;0.131940299;0;0;0;10.29134328;0.131940299;0;0
Rejeito;2004;0;0;0;0;1.977186312;0;0;0;0;0;0;0;0;0;0;3.707224335;10.13307985;0;0;0;0;0;0.370722433;0;0;0;0.865019011;0.123574144;0;0;0;0;0;0;0;0;0;0;0;0.370722433;7.785171103;0;0;0.370722433;0.123574144;0;0;0;0;0;0;0;0;0.123574144;0;0.123574144;0;0.123574144;0;0.123574144;0;0;0;0.247148289;0.123574144;0;0;0;0;0.741444867;0;0;0.741444867;0;0;0;0;0;0;0;0;0;0;0;0.123574144;0;0;0.123574144;0;0.123574144;0;0;0;0;0;0.247148289;0;0;0;0.123574144;0.988593156;0;0;0;0;0;0;0;0;0;0;0;0;0.123574144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.494296578;0;0;0.617870722;0;0.123574144;0;0;0.123574144;0.247148289;0;0;0;0.865019011;0;0;0
Rejeito;2005;0;0;0;0;1.67584164;0;0;0;0.069826735;0.97757429;0;0;0;0;0.27930694;0.69826735;6.074925945;0.55861388;0;0;0;0.209480205;1.047401025;0.069826735;0;0;1.187054495;0;0;0;0;0;0;0;0.13965347;0;0;0;0;0.209480205;2.723242665;0;0;0.27930694;0;0;0;0;0.069826735;0;0;0;0;1.326707965;0.628440615;1.11722776;0;0;0;0.13965347;0;0;0;0.069826735;0.69826735;0;0;0;0;0.27930694;0;0;1.53618817;0;0;0;0;0;0;0;0;0;0;0;0.69826735;0;0;0;0;0;0;0;0;0.069826735;0;0.209480205;0.209480205;0;0.209480205;0.13965347;0.69826735;0;0;0;0;0;0;0;0;0.13965347;0.069826735;0;0;0;0.069826735;0;0;0;0;0;0;0;0;0;0;0.13965347;0.069826735;0.13965347;0.069826735;0;0;0.13965347;0;0;0.209480205;0;0.069826735;0;0;0;0;0;0;0;2.583589195;0.069826735;0;0
Rejeito;2006;0;0;0;0.079371946;0.317487782;0;0;0;0;0;0;0;0;0;0.079371946;0.079371946;1.587438912;0;0;0;0;0.158743891;0.476231674;0;0;0;1.26995113;0;0;0;0;0;0;0;0;0;0;0.158743891;0.158743891;0;0.476231674;0;0;0.079371946;0;0;0;0;0;0;0;0;0.238115837;0.317487782;0.238115837;0.396859728;0;0;0;0.396859728;0;0.238115837;0;0.793719456;0.079371946;0;0;0.079371946;0;0;0;0;0.079371946;0;0;0;0;0;0;0;0;0;0;0;1.825554749;0;0;0.079371946;0;0;0;0;0;0.238115837;0.238115837;0;0.079371946;0;0;0.079371946;0.238115837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.079371946;0;0;0;0;0;0.079371946;0;0;0;0;0;0;0;0;0;0;0;0.158743891;0.873091402;0.079371946;0;0
Rejeito;2007;0;0;0.097297277;0.291891831;2.335134646;0;0;0;0;0;0;0;0;0;0;0.583783662;3.502701969;0;0;0;0;0.194594554;1.459459154;0.778378215;0;0;0.486486385;0;0;0;0;0.291891831;0;0;0.194594554;0;0;0;0;1.459459154;0.875675492;0;0;0.194594554;0;0;0;0;0;0;0;0;0.291891831;2.918918308;1.070270046;1.2648646;0;0;0;0.097297277;0;0.194594554;0;0.681080938;0.291891831;0;0.194594554;0;0;0.194594554;0;0.194594554;0.681080938;0;0;0.097297277;0.291891831;0;0;0;0;0;0.097297277;0;0;0;0;0.097297277;0;0.097297277;0;0;0;0.097297277;0;0;0.097297277;0;0.194594554;0.194594554;0.778378215;0;0;0;0;0;0.194594554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097297277;0;0;0;0;0;0.097297277;0.097297277;0;0.097297277;0;0.681080938;0;0;0;0;0;0;1.848648262;18.972969;0.389189108;0;0
Rejeito;2008;0;0;0.105432864;0;0.632597184;0;0;0;0;0;0;0.105432864;0;0;0.105432864;1.054328639;2.108657279;0;0;0;0;0.105432864;0.948895775;0.105432864;0;0;0.738030048;0;0;0.105432864;0;0;0;0.105432864;0.210865728;0;0;0;0.105432864;0.105432864;2.530388734;0;0;0;0;0;0;0;0;0;0;0;0.421731456;3.162985918;3.057553054;1.054328639;0;0.210865728;0;0.316298592;0;2.42495587;0.105432864;1.265194367;0.105432864;0;0;0;0;0.210865728;0;0;0.421731456;0;1.054328639;0;0.105432864;0;0;0;0;0;0.210865728;0;1.054328639;0;0;0;0;0;0;0;0;0.105432864;0;0.105432864;0.105432864;0;0.316298592;0.52716432;1.581492959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.105432864;0;0;0;0;0.105432864;0;0.105432864;0;0;0;0;0;0;0;0.843462911;0;0;0
Rejeito;2009;0;0;0;0;0.183866575;0;0;0;0.367733151;0;0;0;0;0;0;0;1.930599041;0;0;0;0;0;0.183866575;0;0;0;1.103199452;0;0;0;0;0;0;0.091933288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.390265479;0.367733151;2.298332191;0;0;0;0;0;0;0;0.183866575;0.091933288;0;0.183866575;0;0;0.183866575;0;0;0.183866575;0.091933288;0;0;0.459666438;0;0;0;0;0;0.091933288;0;0;0;0;0;0;0;0;0;0;0.183866575;0.091933288;0;0;0;0.367733151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091933288;0;0;0;0;1.56286589;0;0;0
Rejeito;2010;0;0;0.093746835;0.093746835;0.749974678;0;0;0;0;2.812405041;0;0;0;0;0.093746835;0.187493669;7.218506272;0.562481008;0;0;0;0.093746835;0.468734173;0;0;0.093746835;0;0;0;0.281240504;0.093746835;0;0;0;0.187493669;0;0;0;0;0;0.093746835;0;0.093746835;0;0;0;0;0;0.187493669;0;0;0;0;2.718658206;0.187493669;0.374987339;0.093746835;0;0;0;0;0;0.093746835;0;0;0;0;0;0.281240504;0.093746835;0.093746835;0;1.312455686;0;0;0;0.187493669;0;0;0;0;0;0;0;0.187493669;0;0;4.312354396;0;0.093746835;0;0;0;0;0;0.093746835;0;0;0.093746835;0.093746835;0.187493669;0;0;0;0;0;0.093746835;0;0;0;0;0;0;0;0;0;0;0;0;0.093746835;0.468734173;0;0;0;0.187493669;0;0;0;0;0;0.093746835;0.187493669;0;0;0;0;0;0;0;0;0;0;0;0;1.40620252;0.093746835;0;0
Rejeito;2011;0;0;0;2.222622414;0.463046336;0.926092672;0;0;0.833483405;0;0;0;0;0;0.092609267;0.648264871;3.148715086;0;0;0;0;0;0.092609267;0;0;0;0.185218534;0.185218534;0;0;0;0;0;0;0;0;0;0;0.555655603;0.370437069;13.61356228;0;0.555655603;0.185218534;0;0;0;0;0.740874138;0;0;0;0.648264871;0.277827802;0;0.092609267;0;0;0;0;0;0.370437069;0;0.277827802;0.092609267;0.092609267;0;0;0;0;0.092609267;0;0;0.092609267;0.092609267;0;0;0;0;0;0;0;0;0;0.185218534;0.092609267;0;0;0;0;0.092609267;0;0;0.277827802;0;0.740874138;0.185218534;0;0;1.111311207;0;0;0;0;0;0;0.277827802;0;0;0;0;0;0;0.092609267;0;0;0;0;0;0;0.185218534;0;0;0;0;0;0;0.463046336;0.092609267;0;0.277827802;0.092609267;0;0;0.092609267;0;0.463046336;0;0.092609267;0;0;0;0;0.555655603;1.01870194;0;0;0
Rejeito;2012;0;0;0;0.311921013;0.155960506;0;0;0;0.467881519;1.247684051;0;0.155960506;0;0;0.155960506;0.155960506;1.091723545;0;0;0;0;0;0.155960506;0;0;0;3.431131141;0.311921013;0;0;0;0;0;0;0.155960506;0;0;0.155960506;0.155960506;0;2.651328609;0;0.155960506;0.467881519;0;0;0;0;0;0;0;0;0.779802532;6.55034127;1.871526077;3.743052154;0;0;0;0;0;0;0;0;0;0;0;0;0;0.155960506;0;0;0;0;0.311921013;0;0;0;0;0;0;0;0;0;0.935763039;0;0;0;0;0;0;0;0;0.155960506;0.155960506;0;0;0;0.155960506;0.155960506;1.247684051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.155960506;0;0;0.155960506;0;0;0;0;0;0;0;0.467881519;0.935763039;0;0;0
Rejeito;2013;0.152284972;0;0;0.152284972;0.913709832;0.152284972;0;0;0;0;0;0;0;0;0.152284972;0;8.223388491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.304569944;0;0;0;0;0;0;0;7.766533575;0;0;0.152284972;0;0;0;0.304569944;0.304569944;0;0;0;0;1.065994804;0.456854916;0.609139888;0;0.152284972;0;0.152284972;0;0;0;0;0;0;0.304569944;0;0;0.76142486;0;0;0;0;0.152284972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.152284972;0;0;0;0;0.304569944;0.913709832;0;0;0;0;0;0;0;0;0;0.152284972;0;0;0;0;0;0;0;0;0;0;0;0.152284972;0;0.304569944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.304569944;0;0.152284972;0;0.913709832;0.304569944;0;0;0
Rejeito;2014;0;0;0;0;0.406281783;0;0;0;0;0;0;0.406281783;0;0;0.203140891;0;10.15704457;0;0;0;0;0;0;0;0;0.609422674;0;0;0;0;0;0;0;0;0;0;0;0;1.015704457;0;0;0;0.203140891;0;0;0;0;0;0;0;0;0;0;4.062817827;0;0.203140891;0;0.203140891;0;0;0;0;0;0;0;0;0;0;0;0.609422674;0;0.203140891;0.406281783;0.203140891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
